210;227;119;"1"
210;317;1;" (seltzer water)"
210;159;1;
211;301;114;"3/4"
211;323;125;"1"
211;262;127;"1"
212;293;127;"1/2"
212;104;127;"1/2"
212;322;1;" wedge"
212;227;1;"Bacardi "
212;307;1;
213;316;128;"5"
213;282;1;"1/2 "
213;107;112;"4"
213;257;48;"1"
213;321;1;"4 "
214;85;125;"1 1/2"
214;319;125;"1 1/2"
214;322;49;"juice of 1"
215;260;127;"2"
215;149;127;"1/2"
215;254;127;"1/2"
215;165;85;"1"
216;1;127;"1 1/2"
216;220;127;"1/2"
216;259;112;"2"
217;295;120;"1"
217;212;52;"2"
217;270;122;"1"
217;86;110;"1"
218;295;95;"2"
218;321;1;"4-6 "
218;227;1;
218;282;1;
218;270;1;
219;218;50;"2"
219;212;77;"1"
219;322;51;"1"
219;227;120;"1"
219;87;1;"ground "
220;240;127;"1 1/2"
220;88;127;"1/2"
221;295;120;"1"
221;212;52;"2"
221;227;119;"4"
221;270;1;"pinch "
221;320;119;"2"
222;102;1;"2 "
222;295;95;"2"
222;227;120;"1/2"
222;212;53;"1"
223;89;114;"1"
223;90;127;"1"
224;1;127;"2"
224;275;122;"2"
224;272;122;"1"
224;322;1;"Juice of 1/2"
224;239;1;"1 "
224;255;1;
225;316;127;"1/2"
225;244;127;"1/2"
225;1;127;"1/2"
225;279;127;"1/2"
225;322;1;"Juice of 1/2 "
225;303;108;"1"
226;255;1;
226;1;1;
226;254;1;
226;272;1;
226;177;1;
226;165;1;
227;238;127;"3/4"
227;1;127;"1 1/2"
228;122;118;"30"
228;276;118;"75"
228;288;1;"Top"
229;316;127;"1/2"
229;279;127;"1/2"
229;244;127;"1/2"
229;1;127;"1/2"
229;303;109;"1"
229;165;1;"Twist of "
230;216;122;"2"
230;316;125;"1"
230;288;120;"1/3"
230;91;1;"Top"
231;295;54;"1/2"
231;212;55;"1 1/4"
231;92;56;"1/2"
231;270;122;"1/4"
231;219;57;"1/4"
232;117;1;
232;186;1;"Unsweetened "
232;105;1;
233;244;127;"2-3"
233;282;1;"Juice of 1 "
233;227;122;"2"
233;219;1;"2-4 "
233;317;1;
234;176;1;"Chilled "
234;262;127;"2"
235;244;127;"1"
235;136;127;"1/2"
235;289;127;"1/2"
235;235;127;"1 1/2"
235;273;1;"1 "
236;1;127;"1 2/3"
236;254;127;"1/3"
236;252;1;"1 "
237;279;127;"1 1/2"
237;289;127;"1/2"
237;281;127;"1"
237;270;1;
238;238;127;"3/4"
238;164;58;"2 1/2"
238;107;1;"dash "
238;321;59;"2"
238;198;1;"1 "
238;210;85;"1"
239;301;1;"4 oz"
239;242;1;"4 oz"
239;310;119;"1"
239;93;1;"Dash"
239;94;1;"Dash"
239;95;1;"Dash"
240;307;98;"5"
240;96;1;"frozen "
240;97;1;"frozen "
241;234;118;"750"
241;262;1;"1 L "
241;161;118;"750"
242;98;1;"2/5 "
242;279;1;"2/5 "
242;309;1;"1/5 "
243;219;65;"4"
243;164;127;"2 1/2"
243;272;122;"1"
243;212;122;"2"
244;1;127;"1 1/2"
244;238;127;"1 1/2"
244;215;122;"1"
244;311;112;"2"
245;212;95;"2"
245;211;122;"3-4"
245;218;60;"1"
245;229;61;"3-4"
245;167;1;"3 "
245;168;62;"1"
245;99;90;"1-2"
245;227;1;" to taste"
245;184;1;
246;212;95;"3"
246;227;120;"1"
246;167;1;"12 "
246;168;1;"2 "
246;165;1;"1 "
246;265;118;"750"
246;236;120;"1/4"
247;316;127;"2"
247;281;127;"2"
247;205;127;"8"
248;226;127;"6"
248;318;127;"2"
248;105;119;"2"
248;208;1;
249;1;1;"5 cl"
249;310;1;"2 cl"
249;100;128;"10"
249;101;1;"Chopped"
249;283;1;"Chopped"
250;219;63;"1/2"
250;320;128;"3"
250;240;64;"1/8"
250;197;79;"1/8"
250;107;106;"8"
251;1;127;"2"
251;147;122;"1"
251;262;127;"1/2"
251;309;122;"1"
252;282;1;"3"
252;102;65;"1"
252;219;1;"Sprig"
252;292;118;"200"
252;321;1;"cubes"
252;288;1;"Top"
252;102;1;"Garnish with"
253;244;127;"1 1/2"
253;179;127;"3"
253;209;109;"1"
254;203;127;"1"
254;297;127;"1"
254;115;1;"dash "
254;103;127;"2"
254;226;66;"2"
255;115;127;"1"
255;113;127;"1"
255;184;127;"1"
256;297;127;"1"
256;298;127;"3/4"
256;228;67;"3/4"
257;1;127;"1"
257;267;127;"1"
257;238;127;"1"
258;271;127;"2"
258;322;1;"Juice of 1/2 "
258;227;122;"1"
258;265;1;" (Claret)"
258;273;1;
259;297;107;"1"
259;151;107;"1"
259;184;107;"1"
260;324;127;"1/2"
260;316;127;"1/2"
260;1;127;"1/2"
260;154;127;"1/2"
260;111;127;"2"
260;266;108;"1"
261;104;127;"2"
261;206;127;"1"
261;320;68;"2"
261;197;127;"1"
262;105;122;"2"
262;227;122;"1"
262;192;122;"1/2"
262;184;127;"12"
263;135;78;"1/2"
263;323;127;"1/2"
263;289;127;"1/2"
263;316;127;"1/2"
263;275;127;"1"
264;106;1;"2 oz"
264;267;1;"1 oz"
264;254;1;"1 oz"
265;320;128;"5"
265;262;128;"15"
265;153;128;"2-3"
265;317;1;
266;262;127;"4"
266;324;127;"1"
266;316;127;"1"
266;228;69;"1"
266;321;1;"Over "
267;241;127;"1/2"
267;1;127;"1 1/2"
267;262;127;"4"
267;205;1;
268;316;127;"1"
268;289;127;"1"
268;262;127;"1"
269;164;128;"4.5"
269;107;112;"2"
269;227;70;"1"
269;212;1;"dash"
270;316;127;"1"
270;203;127;"1"
270;297;127;"1"
270;108;71;"2"
270;109;1;"1 "
271;110;127;"1.5"
271;309;127;"0.5"
271;262;127;"4"
271;111;108;"1"
272;203;99;"2"
272;112;99;"2"
272;113;99;"4"
272;114;107;"1"
272;115;107;"1/2"
273;1;125;"1"
273;268;1;"Top"
273;264;1;"Top"
273;269;118;"25"
273;288;1;"Top"
273;155;1;"Garnish with"
273;172;1;"Garnish with"
274;184;95;"2"
274;116;72;"4"
274;210;1;"3 2-inch strips "
